# index, name, full_name, locality, group, is_host, _pos
26060,Echinostoma japonicum,,,Mammalia,0,"array([ 36.59139721, -30.29315572])"
26061,Cipangopaludina japonica,"Echinostoma macrorchis Ando & Ozaki, 1923",Japan,Trematoda,1,"array([  7.54264623, -49.4538577 ])"
26062,Cipangopaludina malleata,"Echinostoma macrorchis Ando & Ozaki, 1923",Japan,Trematoda,1,"array([  6.40117847, -44.78655791])"
26063,Parafossarulus compressus,"Echinostoma macrorchis Ando & Ozaki, 1923",Japan,Trematoda,1,"array([  7.81789996, -42.83973533])"
26064,Viviparus maleatus,"Echinostoma macrorchis Ando & Ozaki, 1923",Japan,Trematoda,1,"array([  5.37066255, -45.96112734])"
26065,Viviparus malleatus,"Petasiger linguiformis Kagame, 1935",Japan,Trematoda,1,"array([ 23.05042988, -46.8513542 ])"
26066,Echinostoma ralli,,,Aves,0,"array([-26.03276491,  -8.20180306])"
26067,Corbicula producta,"Echinostoma revolutum (Froehlich, 1802)",Taiwan,Trematoda,1,"array([ 12.57514715, -27.16096009])"
26068,Echinostoma stantschinskiji,,,Aves,0,"array([-25.77127213,  13.52604994])"
26069,Encyclometra japonica,,,NA,0,"array([-14.68306648, -55.5069699 ])"
26070,Aix galericulata,"Notocotylus magniovatus Yamaguti, 1934",Japan,Trematoda,1,"array([  8.10827627, -16.28136864])"
26071,Erschoviorchis lintoni,,,Aves,0,"array([ 8.96948151, -6.45640517])"
26072,Erithacus calliope,"Euamphimerus nipponicus Yamaguti, 1941",Japan,Trematoda,1,"array([-89.71621269, -40.68567032])"
26073,Euamphimerus nipponicus,,,Aves,0,"array([-80.92494873, -39.20740525])"
26074,Euparyphium hirundonis,,,NA,0,"array([-481.91507263,  -80.96633489])"
26075,Euryhelmis costaricensis,,,Mammalia,0,"array([ 26.91352176, -33.77388003])"
26076,Conocephalus gladiatus,"Eurytrema coelomaticum (Giard & Billet, 1892)",Japan,Trematoda,1,"array([ 32.58827706, -80.4277428 ])"
26077,Conocephalus japonicum,"Eurytrema coelomaticum (Giard & Billet, 1892)",Japan,Trematoda,1,"array([ 32.86657915, -81.56639871])"
26078,Conocephalus japonicus,"Eurytrema coelomaticum (Giard & Billet, 1892)",Japan,Trematoda,1,"array([ 31.90458714, -81.20594793])"
26079,Conocephalus maculatus,"Eurytrema coelomaticum (Giard & Billet, 1892)",Japan,Trematoda,1,"array([ 30.66538061, -80.81497558])"
26080,Acheilognathus tabira,"Pseudexorchis major (Hasegawa, 1935)",Japan,Trematoda,1,"array([ 42.16475748, -15.4606241 ])"
26081,Exorchis major,,,NA,0,"array([ 44.87576267, -19.48505487])"
26082,Leucopsarion petersii,"Exorchis major Hasegawa, 1935",Japan,Trematoda,1,"array([ 56.59244824, -25.79595258])"
26083,Aphyocypris chinensis,"Exorchis oviformis Kobayashi, 1918",Japan,Trematoda,1,"array([ 53.44094062, -15.84341674])"
26084,Chaenogobius macrognathus,"Pseudexorchis major (Hasegawa, 1935)",Japan,Trematoda,1,"array([ 40.6626806 , -14.20473022])"
26085,Pseudobagrus aurantiacus,"Exorchis oviformis Kobayashi, 1918",Japan,Trematoda,1,"array([ 54.35208206, -17.34600819])"
26086,Austropeplea viridis,"Fasciola hepatica Linnaeus, 1758",South Korea,Trematoda,1,"array([ 40.72679212, -53.00979902])"
26087,Fossaria truncatula,"Fasciola hepatica Linnaeus, 1758",South Korea,Trematoda,1,"array([ 38.19036885, -54.43297844])"
26088,Fasciola phoxini,,,Mammalia,0,"array([ 44.4784114 , -32.36154896])"
26089,Fibricola seoulensis,,,NA,0,"array([ 21.6527826 , -34.49429942])"
26090,Centropyge ferrugata,"Flagellotrema convolutum Ozaki, 1936",Japan,Trematoda,1,"array([134.80771641,  70.2706581 ])"
26091,Fontius klausrohdei,,,Mammalia,0,"array([ -23.64972253, -111.10316346])"
26092,Calonectris leucomelas,"Galactosomum puffini Yamguti, 1941",Japan,Trematoda,1,"array([ 27.82928072, -16.5461514 ])"
26093,Gastrothylax cobboldi,,,Mammalia,0,"array([ 55.11520233, -66.34935436])"
26094,Genarchopsis anguillae,,,Teleostei,0,"array([58.8680785 , -7.14808016])"
26095,Genarchopsis fellicola,,,Teleostei,0,"array([ 49.16479902, -12.83474676])"
26096,Genarchopsis gigi,,,Teleostei,0,"array([ 58.02049257, -13.75488888])"
26097,Genarchopsis goppo,,,Teleostei,0,"array([46.96562833, -9.30674755])"
26098,Gigantobilharzia sturniae,,,Aves,0,"array([ -0.30618298, -29.73703066])"
26099,Lonchura striata,"Gigantobilharzia sturniae Tanabe, 1948",Japan,Trematoda,1,"array([ -7.29811133, -36.14421481])"
26100,Motacilla grandis,"Gigantobilharzia sturniae Tanabe, 1948",Japan,Trematoda,1,"array([ -8.76917367, -33.3375785 ])"
26101,Glaphyrostomum soricis,,,Mammalia,0,"array([-15.04170968, -80.23118249])"
26102,Pelophylax porosus,Glypthelmins rugocaudata (Yoshida),Japan,Trematoda,1,"array([ 32.77337522, -36.14982418])"
26103,Gonocercella trachinoti,,,Teleostei,0,"array([82.7096483 , 37.14897279])"
26104,Bombina orientalis,"Gorgoderina bombinae Yu & Lee, 1983",South Korea,Trematoda,1,"array([ 422.37254945, -349.30586937])"
26105,Gorgoderina bombinae,,,Amphibia,0,"array([ 422.07998505, -351.66304   ])"
26106,Gymnophallus bursicola,,,Aves,0,"array([3.00551032, 1.52910183])"
26107,Gynaecotyla squatarolae,,,Aves,0,"array([-16.14888127,  -3.85821963])"
26108,Haematoloechus lobatus,,,NA,0,"array([  0.20688915, -34.69870804])"
26109,Haematoloechus ranae,,,NA,0,"array([ 31.62920452, -42.58014697])"
26110,Lethrinus harak,"Helicometra (Helicometra) hypodytis Yamaguti, 1934",Japan,Trematoda,1,"array([92.58960535, 51.71914934])"
26111,Haplorchis microrchis,,,Mammalia,0,"array([ 40.56225907, -30.64318103])"
26112,Apogon doederleini,"Plagioporus (Plagioporus) apogonichthydis Yamaguti, 1938",Japan,Trematoda,1,"array([94.97533724, 45.83902786])"
26113,Helicometra hypodytis,,,NA,0,"array([84.21781701, 43.28628082])"
26114,Cheilodipterus quinquelineatus,"Helicometra (Helicometra) hypodytis Yamaguti, 1934",Japan,Trematoda,1,"array([95.73699419, 47.14268766])"
26115,Heterophyes katsuradai,,,Mammalia,0,"array([ 37.90390094, -31.2047774 ])"
26116,Cerithideopsilla cingulata,"Heterophyes nocens Onji & Nishio, 1916",Japan,Trematoda,1,"array([ 48.36637521, -21.01594184])"
26117,Therapon oxyrhynchus,"Heterophyes nocens Onji & Nishio, 1916",Far East,Trematoda,1,"array([ 55.69028442, -19.23716978])"
26118,Konosirus puncatus,"Heterophyopsis continua (Onji & Nishio, 1916)",South Korea,Trematoda,1,"array([48.9633311 , -8.27533905])"
26119,Himasthla kusasigi,,,Aves,0,"array([-21.71846251,   6.01211429])"
26120,Himasthla megacotylea,,,Aves,0,"array([-23.35130203,   8.8036844 ])"
26121,Holostephanus metorchis,,,Aves,0,"array([ 26.03335451, -26.79105777])"
26122,Holostephanus nipponicus,,,Teleostei,0,"array([ 28.85279151, -16.30592484])"
26123,Hyptiasmus arcuatus,,,Aves,0,"array([ -1.00426043, -14.46741801])"
26124,Isthmiophora hortensis,,,Mammalia,0,"array([ 19.34108778, -47.96676967])"
26125,Lasiotocus chichibu,,,NA,0,"array([ 57.43268241, -21.29026913])"
26126,Lebouria elongata,,,Teleostei,0,"array([ 48.80428892, -23.5537602 ])"
26127,Leucochloridium japonicum,,,NA,0,"array([-28.31967325, -39.75616003])"
26128,Leucochloridium sime,,,Aves,0,"array([-53.04227348, -33.76531789])"
26129,Levinseniella bucephala,,,Aves,0,"array([-5.19915425, -4.92910766])"
26130,Levinseniella conicostoma,,,Aves,0,"array([-474.88019843, -249.57658358])"
26131,Hexagrammos agrammus,"Liliatrema sobolevi Gubanov, 1953",Pacific Ocean,Trematoda,1,"array([ 18.82416717, 415.30982258])"
26132,Liliatrema sobolevi,,,Teleostei,0,"array([ 19.76552335, 413.33644996])"
26133,Rhodeus typus,"Liolope copulans Cohn, 1902",Japan,Trematoda,1,"array([ 45.32338319, -25.02748731])"
26134,Cryptobranchus japonicus,"Liolope copulans Cohn, 1902",Japan,Trematoda,1,"array([ 46.96036953, -24.4846731 ])"
26135,Bulimus kiushuensis,"Loxogenes liberum Seno, 1908",Japan,Trematoda,1,"array([ 27.39312383, -36.86744795])"
26136,Sympetrum darwinianum,"Plagiorchis muris Tanabe, 1922",South Korea,Trematoda,1,"array([ 13.57359708, -40.02660853])"
26137,Lyperosomum urocissae,,,NA,0,"array([-36.86379825, -18.01036883])"
26138,Macrolecithus gotoi,,,Teleostei,0,"array([ 47.13121034, -25.51020577])"
26139,Malacanthus latovittatus,"Manteriella crassa (Manter, 1947)",Japan,Trematoda,1,"array([-443.71676975,  -72.48362217])"
26140,Maritrema macravestibulum,,,Mammalia,0,"array([ -20.6304598 , -114.49705932])"
26141,Maritreminoides caridinae,,,Aves,0,"array([-35.53679066,  24.29760857])"
26142,Maritreminoides setoensis,,,Aves,0,"array([-479.17364586, -248.74160539])"
26143,Diemyctylus pyrrhogaster,"Phyllodistomum enterocolpium Holl, 1930",Japan,Trematoda,1,"array([-517.24069079,  -64.75792599])"
26144,Mesocoelium geomydae,,,NA,0,"array([ -8.1659978 , -56.06805128])"
26145,Pseudosalamandra stejnegeri,"Mesocoelium pearsei Goto & Ozaki, 1930",Japan,Trematoda,1,"array([ 19.90865992, -45.03088688])"
26146,Mesodendrium macrostomum,,,Mammalia,0,"array([ -24.83571215, -129.88845669])"
26147,Mesothatrium japonicum,,,Insecta,0,"array([ -13.72689343, -105.90613824])"
26148,Stenopsyche griseipennis,"Mesothatrium japonicum (Yamaguti, 1939)",South Korea,Trematoda,1,"array([ -17.62425527, -114.67665479])"
26149,Metacercaria hasegawai,,,NA,0,"array([ 34.89640978, -21.22902281])"
26150,Liobagrus andersonii,"Plagiorchis muris Tanabe, 1922",South Korea,Trematoda,1,"array([ 22.86982035, -31.28505355])"
26151,Meiacanthus grammistes,"Metadena pagrosomi Yamaguti, 1938",Japan,Trematoda,1,"array([-503.82070873,  179.18286951])"
26152,Metadena pagrosomi,,,Teleostei,0,"array([-501.68600492,  180.23779557])"
26153,Metagonimus katsuradai,,,Teleostei,0,"array([ 37.63364922, -19.17601039])"
26154,Metagonimus miyatai,,,NA,0,"array([ 34.97191764, -23.19803992])"
26155,Metagonimus otsurui,,,Teleostei,0,"array([ 34.39994462, -26.75894404])"
26156,Rhinogobius flumenius,"Metagonimus otsurui Saito & Shimazu, 1968",Japan,Trematoda,1,"array([ 41.24858522, -26.7846642 ])"
26157,Metagonimus takahashii,,,NA,0,"array([ 30.78863017, -19.44779254])"
26158,Salmo milktschish,"Metagonimus yokogawai (Katsurada, 1912)",Japan,Trematoda,1,"array([ 35.7990499 , -16.97340441])"
26159,Microlecithus kajika,,,NA,0,"array([-12.79718832, -80.2476669 ])"
26160,Microparyphium capellae,,,Aves,0,"array([-39.56358532,  19.8924086 ])"
26161,Microparyphium corvi,,,Aves,0,"array([-37.25607542, -22.38905303])"
26162,Microparyphium kyushuensis,,,Teleostei,0,"array([ 47.72719443, -23.92697941])"
26163,Microparyphium ruficollis,,,Aves,0,"array([-7.6509458 , 12.76544352])"
26164,Microphallus minus,,,Mammalia,0,"array([ 28.29164566, -40.24774795])"
26165,Microtrema truncatum,,,Mammalia,0,"array([ 31.38724533, -66.42513317])"
26166,Acanthurus bariene,"Monolecithotrema kala Yamaguti, 1970",Japan,Trematoda,1,"array([132.66798467,  90.99317775])"
26167,Monolecithotrema kala,,,NA,0,"array([126.09863118,  86.13829201])"
26168,Morishitium distomatum,,,NA,0,"array([-26.79024506, -44.46104151])"
26169,Chrysolophus pictus,"Morishitium vagum (Morishita, 1924)",Japan,Trematoda,1,"array([ 224.70393717, -437.04109351])"
26170,Morishitium vagum,,,Aves,0,"array([ 223.3874616, -435.0522158])"
26171,Nanophyetus japonensis,,,NA,0,"array([36.92521185,  8.72905907])"
26172,Neodiplostomum cochleare,,,Aves,0,"array([ -8.12705862, -31.02919254])"
26173,Neodiplostomum leei,,,NA,0,"array([ -4.41252023, -56.14787115])"
26174,Neodiplostomum pseudattenuatum,,,Aves,0,"array([  2.46879965, -26.81528802])"
26175,Neodiplostomum seoulensis,,,NA,0,"array([ 15.52127417, -40.82441333])"
26176,Neodiplostomum strigis,,,Aves,0,"array([ -3.11836634, -32.82651702])"
26177,Neoheterophyes sawadai,,,NA,0,"array([ -13.04815391, -103.10233715])"
26178,Neoplagioporus ayu,,,Teleostei,0,"array([ 42.85642806, -20.97384775])"
26179,Neoplagioporus elongatus,,,Teleostei,0,"array([ 46.11836875, -15.57184855])"
26180,Neoplagioporus zacconis,,,Teleostei,0,"array([41.33071156, -5.48266898])"
26181,Notocotylus linearis,,,Aves,0,"array([-8.06783188, -7.34033469])"
26182,Notocotylus magniovatus,,,Aves,0,"array([  4.54812336, -17.19549732])"
26183,Notocotylus pacifer,,,Aves,0,"array([-7.58349276, -8.50627785])"
26184,Notocotylus parviovatus,,,Aves,0,"array([ -2.80699921, -17.66220937])"
26185,Opecoelus ukigori,,,NA,0,"array([ 54.5032687 , -10.97409661])"
26186,Apogon aroubiensis,"Opegaster ditrematis Yamaguti, 1942",Japan,Trematoda,1,"array([76.28505024, 60.59704794])"
26187,Ophthalmophagus nasicola,,,Aves,0,"array([-36.40543598,   0.24592031])"
26188,Opisthioglyphe hinoi,,,NA,0,"array([  -1.319316  , -112.15220497])"
26189,Crocidura coerulea,"Opisthioglyphe hinoi Ozaki, 1931",Japan,Trematoda,1,"array([  -1.62934613, -121.96090175])"
26190,Opisthorchis viverrini,,,Teleostei,0,"array([ 45.36697122, -32.45072003])"
26191,Orientocreadium chaenogobii,,,NA,0,"array([52.46577404,  0.34457992])"
26192,Orientocreadium pseudobagri,,,Teleostei,0,"array([ 57.76247073, -10.68890196])"
26193,Ornithobilharzia emberizae,,,Aves,0,"array([-77.28952138, -33.00805883])"
26194,Palaeorchis diplorchis,,,NA,0,"array([ 52.9314344 , -20.74400679])"
26195,Platax pinnatus,"Multitestis pyriformis Manter, 1963",Seychelles,Trematoda,1,"array([119.29039063,  71.92772323])"
26196,Paragonimus iloktsuenensis,,,NA,0,"array([ 34.30669394, -59.43829944])"
26197,Sesarma dehaani,"Paragonimus iloktsuenensis Chen, 1940",South Korea,Trematoda,1,"array([ 40.31343887, -56.97901207])"
26198,Akiyoshia kawannensis,"Paragonimus miyazakii Kamo, Nishida, Hatsushika & Tomimura, 1961",Japan,Trematoda,1,"array([ 36.52319619, -49.79132471])"
26199,Bythinella kubotai,"Paragonimus miyazakii Kamo, Nishida, Hatsushika & Tomimura, 1961",Japan,Trematoda,1,"array([ 36.05334396, -48.78760262])"
26200,Bythinella nipponica,"Paragonimus miyazakii Kamo, Nishida, Hatsushika & Tomimura, 1961",Japan,Trematoda,1,"array([ 34.98534676, -43.13395274])"
26201,Geothelphusa dehaani,"Paragonimus westermani (Kerbert, 1878)",Oriental,Trematoda,1,"array([ 39.30735377, -46.40758499])"
26202,Saganoa nanatsugamaensis,"Paragonimus miyazakii Kamo, Nishida, Hatsushika & Tomimura, 1961",Japan,Trematoda,1,"array([ 37.64944648, -46.6257525 ])"
26203,Angustassiminea nitida,"Paragonimus ohirai Miyazaki, 1939",Far East,Trematoda,1,"array([ 56.80571755, -56.71622858])"
26204,Angustassiminea parasitologica,"Paragonimus ohirai Miyazaki, 1939",Japan,Trematoda,1,"array([ 49.01500864, -53.98259028])"
26205,Angustassiminea yoshidayukioi,"Paragonimus ohirai Miyazaki, 1939",Far East,Trematoda,1,"array([ 58.01803169, -53.81413089])"
26206,Assiminea japonica,"Paragonimus ohirai Miyazaki, 1939",Japan,Trematoda,1,"array([ 52.39811747, -56.62079652])"
26207,Assiminea parasitologica,"Paragonimus ohirai Miyazaki, 1939",Japan,Trematoda,1,"array([ 50.53314706, -54.97261228])"
26208,Assiminea violacea,"Paragonimus ohirai Miyazaki, 1939",Far East,Trematoda,1,"array([ 57.33239184, -57.71079551])"
26209,Niviventer coninga,"Paragonimus ohirai Miyazaki, 1939",Far East,Trematoda,1,"array([ 58.36237162, -57.95561056])"
26210,Sesarma haematocheir,"Paragonimus ohirai Miyazaki, 1939",Far East,Trematoda,1,"array([ 57.74711055, -56.6390412 ])"
26211,Sesarma sinensis,"Paragonimus ohirai Miyazaki, 1939",Far East,Trematoda,1,"array([ 58.67981836, -56.72870527])"
26212,Paragonimus sadoensis,,,Mammalia,0,"array([ 38.12558506, -40.13109906])"
26213,Geothelphusa chui,"Paragonimus westermani (Kerbert, 1878)",Taiwan,Trematoda,1,"array([ 52.041205  , -52.24561325])"
26214,Isolapotamon nacicum,"Paragonimus westermani (Kerbert, 1878)",Japan,Trematoda,1,"array([ 54.92846936, -46.24960584])"
26215,Melania toucheana,"Paragonimus westermani (Kerbert, 1878)",Japan,Trematoda,1,"array([ 54.20941946, -49.80461813])"
26216,Paragyliauchen arusettae,,,NA,0,"array([-493.83991725,   39.06407138])"
26217,Paramonostomum elongatum,,,Aves,0,"array([ -2.40158156, -15.81105577])"
26218,Paramphistomum cauliorchis,,,Mammalia,0,"array([ 50.94603502, -66.52675498])"
26219,Paramphistomum gotoi,,,NA,0,"array([ 34.66455586, -49.03823562])"
26220,Rhincodon typus,"Paronatrema mantae Manter, 1940",Japan,Trematoda,1,"array([208.82023232, 481.80870727])"
26221,Parvatrema chaii,,,NA,0,"array([ 85.01480833, -51.88121135])"
26222,Threskiornis melanocephalus,Patagifer wesleyi,Oriental,Trematoda,1,"array([-11.89288992,   3.99687371])"
26223,Patagifer toki,,,NA,0,"array([ 340.9702734 , -472.66485241])"
26224,Petasiger linguiformis,,,Gastropoda,0,"array([ 32.95369202, -51.37161379])"
26225,Petasiger lobatus,,,Aves,0,"array([-4.30257492,  9.5772134 ])"
26226,Philophthalmus anatinus,,,Aves,0,"array([ 11.88126651, -20.61869604])"
26227,Philophthalmus nyrocae,,,NA,0,"array([  5.52784546, -22.59638815])"
26228,Nyroca ferina,"Philophthalmus nyrocae Yamaguti, 1934",Japan,Trematoda,1,"array([  1.64256301, -27.16791391])"
26229,Phyllodistomum enterocolpium,,,NA,0,"array([-519.03942487,  -66.59724314])"
26230,Phyllodistomum patellare,,,Amphibia,0,"array([-12.85793194, -75.06875692])"
26231,Plagioporus honshuensis,,,NA,0,"array([ 92.61104969, -13.19927153])"
26232,Plagioporus zacconis,,,Teleostei,0,"array([47.49219674,  8.78925344])"
26233,Cirrhitichthys falco,"Plagioporus (Plagioporus) apogonichthydis Yamaguti, 1938",Japan,Trematoda,1,"array([103.57996853,  44.539615  ])"
26234,Calopteryx atrata,"Plagiorchis muris Tanabe, 1922",South Korea,Trematoda,1,"array([  4.11417596, -48.64404662])"
26235,Chironomus dorsalis,"Plagiorchis muris Tanabe, 1922",Japan,Trematoda,1,"array([  0.13067985, -45.20039786])"
26236,Lymnaea emarginata,"Plagiorchis muris Tanabe, 1922",Japan,Trematoda,1,"array([ -1.60137432, -47.06520572])"
26237,Lymnaea pervia,"Plagiorchis muris Tanabe, 1922",Japan,Trematoda,1,"array([  1.58355288, -47.69276744])"
26238,Pantala flavoscens,"Plagiorchis muris Tanabe, 1922",South Korea,Trematoda,1,"array([ -0.44107365, -31.80064692])"
26239,Sympetrum eroticum,"Plagiorchis muris Tanabe, 1922",South Korea,Trematoda,1,"array([  0.64602257, -48.36512476])"
26240,Sympetrum pedemontanum,"Plagiorchis muris Tanabe, 1922",South Korea,Trematoda,1,"array([  4.8151499 , -50.37040855])"
26241,Plagiorchis corpulentis,,,Mammalia,0,"array([ -15.45625716, -112.09660174])"
26242,Plagiorchis eptesici,,,NA,0,"array([ -27.80753795, -112.22544636])"
26243,Plagiorchis fuji,,,Mammalia,0,"array([  -8.73952765, -120.62341362])"
26244,Plagiorchis kyushuensis,,,Mammalia,0,"array([  -9.80961569, -119.51271275])"
26245,Plagiorchis latus,,,Mammalia,0,"array([ -25.38785866, -112.97633478])"
26246,Plagiorchis magnacotylus,,,Mammalia,0,"array([ -18.38840575, -108.50841085])"
26247,Plagiorchis minutifollicularis,,,Mammalia,0,"array([ -18.61623907, -111.51607392])"
26248,Plagiorchis rhinolophi,,,Mammalia,0,"array([ -14.35844894, -103.9080932 ])"
26249,Plagiorchis yoshidensis,,,Mammalia,0,"array([ -12.47541096, -117.55766274])"
26250,Platynosomum passeri,,,Aves,0,"array([-25.34781882, -43.67610733])"
26251,Pleurogenes lobatus,,,NA,0,"array([-15.00620821, -81.4375937 ])"
26252,Posthodiplostomum podicipitis,,,NA,0,"array([514.85220885, 248.7095184 ])"
26253,Proalarioides kobayashii,,,NA,0,"array([ -4.38349061, -79.30283591])"
26254,Glossamia aprion,"Procerovum varium (Onji & Nishio, 1916)",Japan,Trematoda,1,"array([ 43.32394714, -22.12954438])"
26255,Myotis pruinosus,"Prosthodendrium circulare Kifune & Sawada, 1980",Japan,Trematoda,1,"array([ -17.648343  , -126.44179435])"
26256,Prosthodendrium circulare,,,Mammalia,0,"array([ -16.33463096, -117.03232429])"
26257,Prosthodendrium hurkovae,,,Mammalia,0,"array([-14.22468825, -95.24635022])"
26258,Prosthodendrium megacotyle,,,Mammalia,0,"array([ -17.22996537, -139.90683691])"
26259,Prosthodendrium fukuii,,,Mammalia,0,"array([ -14.28991628, -122.22914057])"
26260,Prosthodendrium kitazawai,,,Mammalia,0,"array([  -9.66507246, -117.03726664])"
26261,Prosthodendrium macrorchis,,,Mammalia,0,"array([  -8.45786902, -118.05386247])"
26262,Prosthodendrium miniopteri,,,Mammalia,0,"array([ -14.21297165, -113.20027612])"
26263,Prosthodendrium postacetabulum,,,Mammalia,0,"array([ -20.67397505, -109.48870822])"
26264,Prosthodendrium radiatum,,,Mammalia,0,"array([ -16.65649025, -112.47757469])"
